Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,slider_diffB_response,slider_diffB_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffC_started,question_diffC_stopped,question_diffB_started,question_diffB_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,13,13,18,,,,,,,,1298.5113323000005,None,1299.5113347999977,None,1305.5113835999982,None,"[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]",,10.700239379999402,3.384101979998377,19.383793080000032,"[0.06666666666666667, -0.18796296296296297, -0.3592592592592593]","[0.34629629629629627, -0.3453703703703704, 0.09907407407407408]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.3831857000004675, 10.699615900000936, 19.382509900002333]",0.00010177999865845777,19.382540880000306,['A1'],['B2'],['C3'],['blue'],['yellow'],['salmon'],1326.4772010999986,None,8.0,3.163710799999535,1326.4772010999986,None,1337.1437650999978,None,1.0,3.0154016999986197,1332.5937906,None,7.0,4.531708099999378,1329.6772235999997,None,10.0,2.864204100002098,<function functionImportanceB at 0x00000201900C7D90>,<function functionImportanceA at 0x00000201900C7EA0>,<function functionImportanceC at 0x00000201900C7510>,,,1.0,7.364359500003047,1.0,4.531708099999378,0.0,7.047845500001131,<function functiondiffB at 0x00000201900C7BF8>,<function functiondiffC at 0x000002018E5957B8>,<function functiondiffA at 0x00000201900C7158>,,,,,1306.6125408000007,1350.7933821999977,None,1347.210145099998,None,1340.143616199999,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,7,Plan your Sunday breakfast ,Stimuli/7A1.jpg,Stimuli/7A2.jpg,Stimuli/7A3.jpg,Stimuli/7B1.jpg,Stimuli/7B2.jpg,Stimuli/7B3.jpg,Stimuli/7C1.jpg,Stimuli/7C2.jpg,Stimuli/7C3.jpg,,,,,0,14,14,7,,,,,,,,1357.6764724999994,None,1358.6763186999997,None,1364.676485,None,"[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]",,12.002252019978187,10.833720119979262,15.60059211997941,"[-0.36203703703703705, 0.09814814814814815, -0.2064814814814815]","[-0.1648148148148148, -0.4185185185185185, -0.3416666666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.824741000000358, 11.992331400000694, 15.59130599999844]",0.008221919979405357,15.599274819978746,['A3'],['B2'],['C3'],['salmon'],['yellow'],['blue'],1386.7255084999997,None,8.0,4.613691000002291,1386.7255084999997,None,1392.6090105999974,None,6.0,8.18109270000059,1407.475174700001,None,8.0,5.364929700001085,1401.4584431000003,None,6.0,6.098215099998924,<function functionImportanceC at 0x000002018E595268>,<function functionImportanceB at 0x000002018E595598>,<function functionImportanceA at 0x00000201900C7E18>,,,-0.0,4.197738099999697,6.0,5.364929700001085,6.0,3.5978341000009095,<function functiondiffA at 0x00000201900C7A60>,<function functiondiffC at 0x00000201900C7840>,<function functiondiffB at 0x00000201900C7AE8>,,,,,1370.6704021000005,1411.5919380999985,None,1415.658212899998,None,1434.9078980999984,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,4,Plan a game night at your place,Stimuli/4A1.jpg,Stimuli/4A2.jpg,Stimuli/4A3.jpg,Stimuli/4B1.jpg,Stimuli/4B2.jpg,Stimuli/4B3.jpg,Stimuli/4C1.jpg,Stimuli/4C2.jpg,Stimuli/4C3.jpg,,,,,0,15,15,4,,,,,,,,1442.5075737999978,None,1443.5077227000002,None,1449.5075149999975,None,"[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,13.3753814799893,3.642296579990216,8.526014879989816,"[-0.20185185185185187, 0.0824074074074074, 0.075]","[-0.34814814814814815, 0.32222222222222224, -0.39814814814814814]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.6372984999979963, 8.52063569999882, 13.370651799999905]",0.004272379988833563,13.374704779987951,['A1'],['B1'],['C3'],['salmon'],['yellow'],['blue'],1466.8734542999991,None,8.0,2.197005399997579,1466.8734542999991,None,1479.3396856,None,10.0,3.3982084000017494,1475.2267868999988,None,3.0,3.781887299999653,1469.1736942999996,None,9.0,5.014611399998103,<function functionImportanceB at 0x000002018E595730>,<function functionImportanceA at 0x000002018E595EA0>,<function functionImportanceC at 0x000002018E595048>,,,2.0,3.2644230000005336,-0.0,3.781887299999653,4.0,4.381313000001683,<function functiondiffC at 0x000002018E595D08>,<function functiondiffB at 0x000002018E595C80>,<function functiondiffA at 0x000002018E595378>,,,,,1453.0365361000004,1489.6063469,None,1481.7233978000004,None,1484.8899103999975,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,16,16,19,,,,,,,,1492.0727995999987,None,1493.072862699999,None,1499.072710299999,None,"[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,8.161777799992706,6.9618611999940185,15.245209999993676,"[0.1, 0.062037037037037036, -0.19907407407407407]","[-0.39814814814814814, 0.3814814814814815, -0.39351851851851855]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.955393899999763, 8.155446299999312, 15.238442199999554]",0.005794899992906721,15.244229499992798,['A2'],['B1'],['C1'],['yellow'],['blue'],['salmon'],1518.4554547999978,None,8.0,2.2139074000006076,1518.4554547999978,None,1522.1722154999989,None,6.0,7.197455400000763,1528.0054113000006,None,8.0,3.3318531999975676,1532.4049999999988,None,10.0,2.74858630000017,<function functionImportanceC at 0x000002018E595D90>,<function functionImportanceA at 0x000002018E595B70>,<function functionImportanceB at 0x000002018E595620>,,,3.0,4.698031200001424,9.0,3.3318531999975676,3.0,7.547629799999413,<function functiondiffA at 0x000002018E595F28>,<function functiondiffB at 0x000002018E595BF8>,<function functiondiffC at 0x000002018E595840>,,,,,1502.7515920999977,1534.055274800001,None,1546.6883133999982,None,1539.0052725999994,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,17,17,31,,,,,,,,1552.3042769999993,None,1553.3045194999977,None,1559.3048739000005,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,21.60374667999713,20.53742267999769,16.187969979997433,"[0.30277777777777776, 0.3435185185185185, 0.2833333333333333]","[0.24166666666666667, -0.022222222222222223, -0.23703703703703705]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[16.184877799998503, 20.534543300000223, 21.601314799998363]",0.0019816799976979382,21.60314007999841,['A1'],['B3'],['C3'],['blue'],['salmon'],['yellow'],1583.987197999999,None,6.0,2.713522900001408,1583.987197999999,None,1596.2035975,None,9.0,3.9983606999994663,1592.0537624999997,None,8.0,5.432095800002571,1586.8039953000007,None,10.0,3.8648754000023473,<function functionImportanceB at 0x00000201900C7950>,<function functionImportanceA at 0x00000201900C7730>,<function functionImportanceC at 0x000002018E595A60>,,,9.0,2.9314765999988595,3.0,5.432095800002571,7.0,4.181801599999744,<function functiondiffC at 0x00000201900C7400>,<function functiondiffB at 0x00000201900C7C80>,<function functiondiffA at 0x000002018E5951E0>,,,,,1561.9212834999998,1608.1866744,None,1600.0868864999975,None,1603.6532626999979,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,18,18,14,,,,,,,,1610.3027545000004,None,1611.3029720999984,None,1617.3032003000008,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,21.446498779998365,7.263596279997728,12.713582479998877,"[0.41203703703703703, -0.37592592592592594, -0.3194444444444444]","[-0.03148148148148148, 0.14722222222222223, -0.10092592592592593]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.256100399998104, 12.70572379999794, 21.439176299998508]",0.006669279999186983,21.445693279998522,['A2'],['B1'],['C2'],['yellow'],['blue'],['salmon'],1640.4022942999982,None,7.0,2.2135130999995454,1640.4022942999982,None,1653.3355319000002,None,9.0,2.681621299998369,1642.719118000001,None,6.0,6.66468210000312,1649.4187337999974,None,9.0,3.965156099999149,<function functionImportanceA at 0x00000201900C72F0>,<function functionImportanceB at 0x000002018E5950D0>,<function functionImportanceC at 0x00000201902AE048>,,,7.0,7.69775170000139,4.0,6.66468210000312,-0.0,2.6644567000003008,<function functiondiffA at 0x000002018E595950>,<function functiondiffC at 0x00000201900C7488>,<function functiondiffB at 0x000002018AACB378>,,,,,1618.4779337,1656.0187490999997,None,1663.7351543999976,None,1672.5350185999996,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,3,Plan a movie night with a friend,Stimuli/3A1.jpg,Stimuli/3A2.jpg,Stimuli/3A3.jpg,Stimuli/3B1.jpg,Stimuli/3B2.jpg,Stimuli/3B3.jpg,Stimuli/3C1.jpg,Stimuli/3C2.jpg,Stimuli/3C3.jpg,,,,,0,19,19,3,,,,,,,,1674.7010641999987,None,1675.7014622999995,None,1681.7015613000003,None,"[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,12.316839899987826,8.750460899987957,3.634194699989166,"[0.31574074074074077, -0.18703703703703703, 0.2777777777777778]","[0.2777777777777778, -0.3296296296296296, -0.2833333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.616614700000355, 8.733044399999926, 12.299675000002026]",0.016580899988184683,12.315936199989665,['A3'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1698.050654999999,None,9.0,3.6473746999981813,1698.050654999999,None,1703.487244699998,None,10.0,6.214355999996769,1708.000604599998,None,9.0,3.415103799998178,1712.1672074999988,None,9.0,3.231746599998587,<function functionImportanceC at 0x00000201902AE6A8>,<function functionImportanceA at 0x00000201902AE510>,<function functionImportanceB at 0x00000201902AE730>,,,0.0,3.231227600001148,0.0,3.415103799998178,6.0,8.031220299999404,<function functiondiffC at 0x000002018E595AE8>,<function functiondiffB at 0x000002018E595E18>,<function functiondiffA at 0x000002018E595158>,,,,,1685.2849784999999,1725.7835207999997,None,1714.9838399,None,1718.1003915000001,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,22,Plan a beach day with your friends,Stimuli/22A1.jpg,Stimuli/22A2.jpg,Stimuli/22A3.jpg,Stimuli/22B1.jpg,Stimuli/22B2.jpg,Stimuli/22B3.jpg,Stimuli/22C1.jpg,Stimuli/22C2.jpg,Stimuli/22C3.jpg,,,,,0,20,20,22,,,,,,,,1728.533064799998,None,1729.5332825000005,None,1735.5332053999991,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,15.127877679999074,19.745017080000252,13.628456379999989,"[-0.1574074074074074, 0.32592592592592595, 0.1111111111111111]","[-0.337037037037037, -0.30833333333333335, -0.37407407407407406]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[13.613445899998624, 15.113392200000817, 19.730257999999594]",0.014085279999562772,19.744088979998196,['A1'],['B1'],['C1'],['salmon'],['yellow'],['blue'],1756.9158948999975,None,8.0,3.3300454999989597,1756.9158948999975,None,1760.3826004999974,None,6.0,11.59763860000021,1771.9321003000005,None,3.0,3.015099399999599,1774.9989588999997,None,7.0,2.448684200000571,<function functionImportanceC at 0x00000201902AE620>,<function functionImportanceA at 0x00000201902AE7B8>,<function functionImportanceB at 0x00000201902AEAE8>,,,7.0,5.664294599999266,2.0,3.015099399999599,8.0,2.1479550000003655,<function functiondiffC at 0x00000201902AE9D8>,<function functiondiffB at 0x00000201902AEA60>,<function functiondiffA at 0x00000201902AED08>,,,,,1736.7016445000008,1782.9821353000007,None,1777.3989552999992,None,1780.8155455999986,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,40,Plan to see a sports event ,Stimuli/40A1.jpg,Stimuli/40A2.jpg,Stimuli/40A3.jpg,Stimuli/40B1.jpg,Stimuli/40B2.jpg,Stimuli/40B3.jpg,Stimuli/40C1.jpg,Stimuli/40C2.jpg,Stimuli/40C3.jpg,,,,,0,21,21,40,,,,,,,,1788.165026499999,None,1789.1650618999993,None,1795.1651343999984,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]",,17.013208619999205,6.913615319997916,13.046723419996852,"[0.07962962962962963, -0.3574074074074074, 0.35]","[-0.3972222222222222, -0.12222222222222222, -0.014814814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.898127000000386, 13.030923800000892, 16.99776380000185]",0.014818219999142457,17.012481319998187,['A3'],['B1'],['C2'],['salmon'],['blue'],['yellow'],1813.947802999999,None,10.0,2.430348399997456,1813.947802999999,None,1822.8142836999978,None,1.0,2.3821232999980566,1816.464231599999,None,9.0,4.347911200002272,1820.9477012999996,None,10.0,1.9817490999994334,<function functionImportanceA at 0x000002018E595510>,<function functionImportanceB at 0x00000201902AEB70>,<function functionImportanceC at 0x00000201907740D0>,,,6.0,3.847668299997167,2.0,4.347911200002272,-0.0,2.6313068000017665,<function functiondiffA at 0x00000201902AE378>,<function functiondiffC at 0x00000201902AE158>,<function functiondiffB at 0x00000201902AEEA0>,,,,,1796.4662079000009,1825.1806684000003,None,1829.0473555999997,None,1834.5140083999977,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,0,Plan a barbecue,Stimuli/0A1.jpg,Stimuli/0A2.jpg,Stimuli/0A3.jpg,Stimuli/0B1.jpg,Stimuli/0B2.jpg,Stimuli/0B3.jpg,Stimuli/0C1.jpg,Stimuli/0C2.jpg,Stimuli/0C3.jpg,,,,,0,22,22,0,,,,,,,,1836.6304853000001,None,1837.6305433999987,None,1843.6305967999979,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,12.285662459995365,7.43631935999656,11.419648459996097,"[0.0787037037037037, 0.08888888888888889, -0.14351851851851852]","[0.37037037037037035, -0.375, -0.31296296296296294]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.426162399999157, 11.409147700000176, 12.275690899998153]",0.009486759998253547,12.284779859997798,['A2'],['B1'],['C2'],['blue'],['yellow'],['salmon'],1858.8298173000003,None,10.0,1.8807116000025417,1858.8298173000003,None,1871.7128381000002,None,8.0,2.765480400001252,1868.1130983999974,None,8.0,4.915246000000479,1860.7801474999978,None,7.0,5.980789799999911,<function functionImportanceB at 0x00000201902AE950>,<function functionImportanceA at 0x00000201902AE840>,<function functionImportanceC at 0x00000201907749D8>,,,-0.0,3.21454299999823,1.0,4.915246000000479,1.0,3.4479327000008198,<function functiondiffC at 0x000002018E5958C8>,<function functiondiffB at 0x00000201902AE488>,<function functiondiffA at 0x00000201902AEF28>,,,,,1846.0829917999981,1881.696041700001,None,1874.4628976999993,None,1877.8292901999994,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,23,23,8,,,,,,,,1884.0455954999998,None,1885.0475364999984,None,1891.0625703000005,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]",,12.038888019986189,22.024019019983825,18.156214719983836,"[-0.15462962962962962, 0.12777777777777777, -0.33611111111111114]","[0.2796296296296296, -0.3685185185185185, -0.16296296296296298]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[12.027299999997922, 18.14395909999803, 22.012204099999508]",0.01106321998668136,22.023069319984643,['A1'],['B1'],['C3'],['blue'],['salmon'],['yellow'],1918.3617071000008,None,4.0,2.3952040000003763,1918.3617071000008,None,1930.944825399998,None,9.0,4.9310795000019425,1926.2950478999992,None,10.0,2.7322256000006746,1922.528456600001,None,10.0,5.41455969999879,<function functionImportanceB at 0x0000020190774D90>,<function functionImportanceA at 0x00000201902AE1E0>,<function functionImportanceC at 0x0000020190774D08>,,,3.0,3.8309193999994022,8.0,2.7322256000006746,10.0,2.2311878000000434,<function functiondiffA at 0x00000201902AE400>,<function functiondiffC at 0x0000020190774048>,<function functiondiffB at 0x00000201902AE0D0>,,,,,1895.8856400000004,1933.9280346999985,None,1938.3462766999983,None,1941.2611775999976,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,24,24,36,,,,,,,,1942.4940984999994,None,1943.4944999,None,1949.4944001000003,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,17.999185900000157,12.749191099999734,7.266482499999256,"[0.37222222222222223, -0.1935185185185185, -0.40555555555555556]","[0.2601851851851852, -0.3416666666666667, -0.18888888888888888]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.249221099998977, 12.73233049999908, 17.98222149999856]",0.01616909999938798,17.998245399998268,['A2'],['B1'],['C3'],['salmon'],['blue'],['yellow'],1969.126898999999,None,8.0,2.8954537000026903,1969.126898999999,None,1980.1601907999975,None,10.0,2.898677699999098,1977.1435848,None,7.0,2.9311067999988154,1972.1104063999992,None,4.0,5.048217999999906,<function functionImportanceB at 0x00000201907742F0>,<function functionImportanceA at 0x0000020190774378>,<function functionImportanceC at 0x0000020190774268>,,,2.0,14.431040200001007,1.0,2.9311067999988154,2.0,3.4643490000016754,<function functiondiffC at 0x00000201907747B8>,<function functiondiffA at 0x000002018E5952F0>,<function functiondiffB at 0x00000201907746A8>,,,,,1950.6426711999993,1986.3100364999991,None,1982.9767819000008,None,2000.7597901000008,None,14,001,2022_Jul_12_1607,2leo,2021.2.3,60.014535520271174,
