Condition,N_Scenario,written_scenario,ImageA1,ImageA2,ImageA3,ImageB1,ImageB2,ImageB3,ImageC1,ImageC2,ImageC3,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text.started,text.stopped,fixationcross1_started,fixationcross1_stopped,Scenario_started,Scenario_stopped,fixationcross2_started,fixationcross2_stopped,A1pos,A2pos,A3pos,B1pos,B2pos,B3pos,C1pos,C2pos,C3pos,﻿Imagesdecision_started,decisiontimeA,decisiontimeB,decisiontimeC,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_time,mouse_started,mouse_stopped,clicked_optionA,clicked_optionB,clicked_optionC,colour_category_A,colour_category_B,colour_category_C,question_confidence_started,question_confidence_stopped,slider_confidence_response,slider_confidence_rt,slider_confidence_started,slider_confidence_stopped,question_valueB_started,question_valueB_stopped,slider_valueB_response,slider_valueB_rt,question_valueC_started,question_valueC_stopped,slider_valueC_response,slider_valueC_rt,question_valueA_started,question_valueA_stopped,slider_valueA_response,slider_valueA_rt,Importance_First,Importance_Second,Importance_Third,question_diff_started,question_diff_stopped,slider_diffB_response,slider_diffB_rt,slider_diffA_response,slider_diffA_rt,slider_diffC_response,slider_diffC_rt,diff_First,diff_Second,diff_Third,button_3_started,button_3_stopped,text_2_started,text_2_stopped,Imagesdecision_started,question_diffA_started,question_diffA_stopped,question_diffB_started,question_diffB_stopped,question_diffC_started,question_diffC_stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,8,Plan the interior of your living-room ,Stimuli/8A1.jpg,Stimuli/8A2.jpg,Stimuli/8A3.jpg,Stimuli/8B1.jpg,Stimuli/8B2.jpg,Stimuli/8B3.jpg,Stimuli/8C1.jpg,Stimuli/8C2.jpg,Stimuli/8C3.jpg,,,,,0,13,13,8,,,,,,,,1055.2355967999993,None,1056.2355862999993,None,1062.2356922,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,16.6337778000252,11.917595300024914,6.034846300024583,"[0.3731481481481482, 0.2824074074074074, 0.3]","[0.012037037037037037, 0.21296296296296297, -0.23796296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.025206399999661, 11.908219499999177, 16.624843199999304]",0.008530300025086035,16.633071600024778,['A1'],['B3'],['C3'],['salmon'],['yellow'],['blue'],1084.168009699999,None,8.0,1.5631474999991042,1084.168009699999,None,1096.302858699999,None,7.0,4.36546719999933,1087.717858,None,10.0,5.4478909999997995,1091.2679745999994,None,10.0,3.2655935999991925,<function functionImportanceC at 0x00000298C1479510>,<function functionImportanceA at 0x0000029880544400>,<function functionImportanceB at 0x0000029880544620>,,,3.0,3.2148239000016474,7.0,4.21444099999826,2.0,3.2655935999991925,<function functiondiffC at 0x0000029880544F28>,<function functiondiffB at 0x00000298805440D0>,<function functiondiffA at 0x00000298805449D8>,,,,,1067.0773248999994,1106.5009911999987,None,1103.8176741999996,None,1099.5178554999984,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,44,Plan a party at your place,Stimuli/44A1.jpg,Stimuli/44A2.jpg,Stimuli/44A3.jpg,Stimuli/44B1.jpg,Stimuli/44B2.jpg,Stimuli/44B3.jpg,Stimuli/44C1.jpg,Stimuli/44C2.jpg,Stimuli/44C3.jpg,,,,,0,14,14,44,,,,,,,,1110.2340792999985,None,1111.2339991999997,None,1117.2338445999994,None,"[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,15.157330540001567,8.074247440001272,17.0245272400025,"[0.33055555555555555, 0.011111111111111112, -0.14814814814814814]","[0.28055555555555556, 0.36203703703703705, -0.3148148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.061483699999371, 15.144840400000248, 17.011628599999312]",0.011891040001501096,17.023278940001546,['A3'],['B3'],['C2'],['blue'],['yellow'],['salmon'],1135.916453599999,None,5.0,1.9298442999988765,1135.916453599999,None,1143.3998190999991,None,8.0,2.9481937999989896,1137.9833209999997,None,8.0,2.947762199999488,1140.8665124,None,5.0,2.448193899999751,<function functionImportanceC at 0x0000029880A9F598>,<function functionImportanceA at 0x00000298C1479158>,<function functionImportanceB at 0x00000298C14798C8>,,,10.0,3.2646211000010226,10.0,2.2816337999993266,1.0,2.448193899999751,<function functiondiffC at 0x00000298805448C8>,<function functiondiffB at 0x0000029880544E18>,<function functiondiffA at 0x0000029880544950>,,,,,1118.4207061999987,1152.1329501,None,1148.8497877999998,None,1146.2833304999986,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,13,Plan a romantic date this weekend,Stimuli/13A1.jpg,Stimuli/13A2.jpg,Stimuli/13A3.jpg,Stimuli/13B1.jpg,Stimuli/13B2.jpg,Stimuli/13B3.jpg,Stimuli/13C1.jpg,Stimuli/13C2.jpg,Stimuli/13C3.jpg,,,,,0,15,15,13,,,,,,,,1184.3656893999996,None,1185.3656004999993,None,1191.3654483999999,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,5.064142280001761,17.480618080002387,21.851171180001984,"[0.3074074074074074, 0.3138888888888889, 0.45]","[0.22962962962962963, -0.21851851851851853, -0.014814814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.05651079999916, 17.472797899999932, 21.840767499999856]",0.006933480000952841,21.84673648000171,['A2'],['B3'],['C2'],['salmon'],['blue'],['yellow'],1214.9478985999995,None,7.0,2.042839699999604,1214.9478985999995,None,1220.0645142999983,None,2.0,4.281863599999269,1224.3144439999996,None,7.0,3.081859899999472,1217.0480458999991,None,10.0,2.9481285000001662,<function functionImportanceA at 0x0000029880544BF8>,<function functionImportanceB at 0x0000029880A9F730>,<function functionImportanceC at 0x0000029880A9F840>,,,5.0,2.564607000000251,0.0,2.6976482999998552,8.0,2.9481285000001662,<function functiondiffA at 0x0000029880A9F048>,<function functiondiffB at 0x0000029880A9F950>,<function functiondiffC at 0x0000029880A9F9D8>,,,,,1192.5910024999994,1227.3810678999998,None,1230.1143573999998,None,1232.6807948999995,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,30,Plan your sport work out for tomorrow,Stimuli/30A1.jpg,Stimuli/30A2.jpg,Stimuli/30A3.jpg,Stimuli/30B1.jpg,Stimuli/30B2.jpg,Stimuli/30B3.jpg,Stimuli/30C1.jpg,Stimuli/30C2.jpg,Stimuli/30C3.jpg,,,,,0,16,16,30,,,,,,,,1235.0805748999992,None,1236.0808296999985,None,1242.0807181,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,14.59744504000082,16.995251440001084,10.312135340001987,"[0.3453703703703704, 0.1111111111111111, -0.4388888888888889]","[0.030555555555555555, -0.32592592592592595, -0.08518518518518518]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[10.296973000000435, 14.581656199999998, 16.98045700000148]",0.014123940001809387,16.994211140001426,['A3'],['B1'],['C2'],['yellow'],['salmon'],['blue'],1260.7298352999987,None,8.0,2.0804769999995187,1260.7298352999987,None,1265.6800233999984,None,5.0,2.6819974000009097,1268.3299443999986,None,8.0,2.331902699999773,1262.8633627,None,10.0,2.731097599998975,<function functionImportanceA at 0x0000029880544AE8>,<function functionImportanceB at 0x0000029880544EA0>,<function functionImportanceC at 0x000002988128BD08>,,,3.0,4.247791100000541,-0.0,3.3143733000015345,5.0,2.731097599998975,<function functiondiffB at 0x0000029880A9FD90>,<function functiondiffA at 0x0000029880544378>,<function functiondiffC at 0x0000029880A9FE18>,,,,,1243.2646621999993,1274.9130631999997,None,1270.6632971,None,1278.246326999999,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,5,Plan a birthday party for your younger self when you turn eight,Stimuli/5A1.jpg,Stimuli/5A2.jpg,Stimuli/5A3.jpg,Stimuli/5B1.jpg,Stimuli/5B2.jpg,Stimuli/5B3.jpg,Stimuli/5C1.jpg,Stimuli/5C2.jpg,Stimuli/5C3.jpg,,,,,0,17,17,5,,,,,,,,1282.5292500999985,None,1283.5293513999986,None,1289.5293839999995,None,"[-0.377, 0.138]","[0.066, -0.395]","[0.306, 0.255]","[-0.378, -0.136]","[0.304, -0.26]","[0.07, 0.393]","[-0.2, 0.346]","[-0.203, -0.347]","[0.399, -0.003]",,23.73109070003011,12.131720800029143,9.898350200030109,"[-0.1712962962962963, 0.30092592592592593, 0.262037037037037]","[0.29444444444444445, -0.225, 0.28888888888888886]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.890231299999868, 12.123758600000656, 23.723296399999526]",0.0071878000289871125,23.730403200030196,['A3'],['B2'],['C1'],['salmon'],['blue'],['yellow'],1319.5616341999994,None,5.0,2.264462699999058,1319.5616341999994,None,1328.9615848999983,None,7.0,4.848628899999312,1332.9945149999985,None,9.0,3.5484558999996807,1324.4950546,None,3.0,5.563371500000358,<function functionImportanceA at 0x00000298805442F0>,<function functionImportanceB at 0x0000029880544840>,<function functionImportanceC at 0x0000029880A9F0D0>,,,1.0,3.6143405999991955,8.0,3.7312065999994957,9.0,5.563371500000358,<function functiondiffB at 0x0000029880A9FB70>,<function functiondiffC at 0x0000029880A9FC80>,<function functiondiffA at 0x0000029880A9F400>,,,,,1295.3732862999987,1342.8115684999993,None,1336.2446968999993,None,1339.6280477,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,27,Plan what festival to visit with your friends,Stimuli/27A1.jpg,Stimuli/27A2.jpg,Stimuli/27A3.jpg,Stimuli/27B1.jpg,Stimuli/27B2.jpg,Stimuli/27B3.jpg,Stimuli/27C1.jpg,Stimuli/27C2.jpg,Stimuli/27C3.jpg,,,,,0,18,18,27,,,,,,,,1345.2775831,None,1346.2777852,None,1352.2776568999998,None,"[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]","[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]",,27.366670220000742,10.00066132000211,6.101068420000956,"[-0.14166666666666666, 0.26481481481481484, 0.3287037037037037]","[0.37407407407407406, -0.225, 0.20277777777777778]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.0998859999999695, 9.999662199999875, 27.366022299998804]",0.00011452000217104796,27.365806120002162,['A2'],['B3'],['C1'],['salmon'],['blue'],['yellow'],1381.3097308999986,None,5.0,2.1131287000007433,1381.3097308999986,None,1389.2599083999994,None,7.0,2.4152462000001833,1386.2934288999986,None,1.0,2.9320453999989695,1383.5434213999997,None,10.0,2.7641921999984334,<function functionImportanceA at 0x0000029880A9F510>,<function functionImportanceC at 0x0000029880F7C598>,<function functionImportanceB at 0x00000298805447B8>,,,5.0,2.64797980000003,10.0,2.2647720999993908,2.0,2.7641921999984334,<function functiondiffC at 0x0000029880A9F7B8>,<function functiondiffA at 0x0000029880A9FEA0>,<function functiondiffB at 0x0000029880A9FD08>,,,,,1353.4605620999992,1395.793056299999,None,1398.0763450999984,None,1391.6265322,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,0,Plan a barbecue,Stimuli/0A1.jpg,Stimuli/0A2.jpg,Stimuli/0A3.jpg,Stimuli/0B1.jpg,Stimuli/0B2.jpg,Stimuli/0B3.jpg,Stimuli/0C1.jpg,Stimuli/0C2.jpg,Stimuli/0C3.jpg,,,,,0,19,19,0,,,,,,,,1400.242773,None,1401.2429013,None,1407.2429069999998,None,"[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]","[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]",,5.90594898001109,8.889301880009953,16.689051880010084,"[-0.3277777777777778, 0.4, 0.3074074074074074]","[0.14444444444444443, -0.044444444444444446, -0.23703703703703705]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.902713800000129, 8.885970600000292, 16.68537230000038]",0.0026471800101717236,16.687900580011046,['A3'],['B1'],['C2'],['salmon'],['yellow'],['blue'],1426.8919891999994,None,8.0,1.7806801999995514,1426.8919891999994,None,1437.2249703999987,None,8.0,2.3651097000001755,1432.5252647999987,None,5.0,4.681766100000459,1430.0616974999994,None,10.0,3.7647326000005705,<function functionImportanceA at 0x0000029880F7C2F0>,<function functionImportanceC at 0x0000029880F7C950>,<function functionImportanceB at 0x0000029880F7C268>,,,2.0,3.447566499999084,10.0,5.364271799999187,6.0,3.7647326000005705,<function functiondiffC at 0x0000029880A9F488>,<function functiondiffA at 0x0000029880A9F268>,<function functiondiffB at 0x0000029880A9F8C8>,,,,,1409.7368878999987,1442.8750998999985,None,1447.8413708999997,None,1439.5750633999996,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,34,Plan what car you want to buy,Stimuli/34A1.jpg,Stimuli/34A2.jpg,Stimuli/34A3.jpg,Stimuli/34B1.jpg,Stimuli/34B2.jpg,Stimuli/34B3.jpg,Stimuli/34C1.jpg,Stimuli/34C2.jpg,Stimuli/34C3.jpg,,,,,0,20,20,34,,,,,,,,1450.8247738999999,None,1451.8247425999998,None,1457.8247730999992,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]",,14.109912840014658,11.52563474001363,7.942810940014169,"[-0.2037037037037037, 0.27870370370370373, 0.13425925925925927]","[0.32314814814814813, -0.21481481481481482, -0.3148148148148148]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.937366899999688, 11.520589699999618, 14.1051738999995]",0.004310040014388505,14.108243840013529,['A1'],['B1'],['C3'],['salmon'],['yellow'],['blue'],1475.5241614999995,None,5.0,2.0793749000004027,1475.5241614999995,None,1478.6241344999999,None,7.0,5.063787699999011,1488.3406614999985,None,7.0,3.631843300001492,1483.8072932999985,None,8.0,5.564991100000043,<function functionImportanceB at 0x0000029880F7C488>,<function functionImportanceA at 0x0000029880F7C378>,<function functionImportanceC at 0x0000029880F7C9D8>,,,4.0,3.6979394999998476,2.0,3.6977597000004607,2.0,5.564991100000043,<function functiondiffC at 0x0000029880F7C0D0>,<function functiondiffA at 0x0000029880A9FF28>,<function functiondiffB at 0x000002988128B488>,,,,,1460.9517874999983,1495.341097999999,None,1498.9567926,None,1491.9572448999988,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,31,Plan your order at a restaurant    ,Stimuli/31A1.jpg,Stimuli/31A2.jpg,Stimuli/31A3.jpg,Stimuli/31B1.jpg,Stimuli/31B2.jpg,Stimuli/31B3.jpg,Stimuli/31C1.jpg,Stimuli/31C2.jpg,Stimuli/31C3.jpg,,,,,0,21,21,31,,,,,,,,1501.9231035999983,None,1502.9233664999992,None,1508.9234565999996,None,"[0.066, -0.395]","[0.306, 0.255]","[-0.377, 0.138]","[-0.203, -0.347]","[0.399, -0.003]","[-0.2, 0.346]","[0.304, -0.26]","[0.07, 0.393]","[-0.378, -0.136]",,16.97402676001184,7.674516960010806,15.324494560010862,"[0.3888888888888889, 0.34629629629629627, 0.3055555555555556]","[0.003703703703703704, -0.2222222222222222, 0.22777777777777777]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.661623300000429, 15.311411200000293, 16.961392400000477]",0.01212936001138587,16.97332776001167,['A2'],['B2'],['C1'],['yellow'],['blue'],['salmon'],1528.9893328999988,None,8.0,1.9468208999987837,1528.9893328999988,None,1537.2891974999984,None,10.0,2.431638000000021,1531.0394292,None,10.0,2.547871099999611,1535.022658599999,None,10.0,3.6650712999999087,<function functionImportanceC at 0x0000029880F7CC80>,<function functionImportanceA at 0x0000029880F7CE18>,<function functionImportanceB at 0x0000029880F7CF28>,,,6.0,7.980786599999192,0.0,3.1812939000010374,3.0,3.6650712999999087,<function functiondiffB at 0x0000029880F7C048>,<function functiondiffA at 0x0000029880F7CB70>,<function functiondiffC at 0x0000029880F7CAE8>,,,,,1511.5593965999997,1548.005674,None,1539.672414999999,None,1550.872279199999,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,18,Plan your Saturday night ,Stimuli/18A1.jpg,Stimuli/18A2.jpg,Stimuli/18A3.jpg,Stimuli/18B1.jpg,Stimuli/18B2.jpg,Stimuli/18B3.jpg,Stimuli/18C1.jpg,Stimuli/18C2.jpg,Stimuli/18C3.jpg,,,,,0,22,22,18,,,,,,,,1554.721996799999,None,1555.7219766999988,None,1561.7218598,None,"[-0.2, 0.346]","[0.399, -0.003]","[-0.203, -0.347]","[-0.377, 0.138]","[0.306, 0.255]","[0.066, -0.395]","[-0.378, -0.136]","[0.07, 0.393]","[0.304, -0.26]",,8.32345068000177,4.343333280001389,11.890445680002813,"[0.29907407407407405, -0.175, -0.3194444444444444]","[0.2324074074074074, 0.3194444444444444, -0.08518518518518518]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.329328000001624, 8.311482099999921, 11.877961200001664]",0.011565980003069853,11.889265580002757,['A1'],['B2'],['C1'],['blue'],['salmon'],['yellow'],1575.221404599999,None,6.0,2.6470372999992833,1575.221404599999,None,1580.7878382999988,None,8.0,4.0813644000008935,1577.9547223999998,None,2.0,2.864364700000806,1584.9547046999996,None,10.0,3.264995199999248,<function functionImportanceC at 0x0000029880F7CEA0>,<function functionImportanceB at 0x0000029880F7C8C8>,<function functionImportanceA at 0x0000029880F7C6A8>,,,5.0,2.5311500999996497,2.0,3.6980050999991363,5.0,3.264995199999248,<function functiondiffB at 0x0000029880A9F2F0>,<function functiondiffA at 0x0000029880F7C400>,<function functiondiffC at 0x0000029880A9FBF8>,,,,,1562.8590494,1590.7211546999988,None,1588.1712928999987,None,1594.4376711999994,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,42,Plan how to draw a painting ,Stimuli/42A1.jpg,Stimuli/42A2.jpg,Stimuli/42A3.jpg,Stimuli/42B1.jpg,Stimuli/42B2.jpg,Stimuli/42B3.jpg,Stimuli/42C1.jpg,Stimuli/42C2.jpg,Stimuli/42C3.jpg,,,,,0,23,23,42,,,,,,,,1597.9538279999997,None,1598.9544885999985,None,1604.9541098999998,None,"[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]","[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]",,17.376272980001886,9.209917280002628,15.293051380001998,"[0.06296296296296296, -0.18333333333333332, -0.33240740740740743]","[-0.4027777777777778, -0.3351851851851852, -0.17037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[9.196196599999894, 15.279108999999153, 17.362738999998328]",0.013025280002693762,17.375444080002126,['A2'],['B1'],['C1'],['yellow'],['salmon'],['blue'],1624.1032766999997,None,7.0,2.0136074000001827,1624.1032766999997,None,1634.0199972999999,None,8.0,5.031694999999672,1630.0201433999991,None,7.0,3.998470200000156,1626.3367958,None,7.0,3.81430200000068,<function functionImportanceA at 0x0000029880F7C1E0>,<function functionImportanceC at 0x0000029881C85510>,<function functionImportanceB at 0x0000029881C859D8>,,,3.0,3.931288300000233,2.0,2.5482823999991524,3.0,3.81430200000068,<function functiondiffB at 0x0000029880F7C510>,<function functiondiffA at 0x0000029880A9FA60>,<function functiondiffC at 0x0000029880F7CD90>,,,,,1606.2557953999985,1643.0363418999987,None,1639.0531476999986,None,1645.569601699999,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,36,Plan your shopping for new clothing,Stimuli/36A1.jpg,Stimuli/36A2.jpg,Stimuli/36A3.jpg,Stimuli/36B1.jpg,Stimuli/36B2.jpg,Stimuli/36B3.jpg,Stimuli/36C1.jpg,Stimuli/36C2.jpg,Stimuli/36C3.jpg,,,,,0,24,24,36,,,,,,,,1647.952446899999,None,1648.9530261,None,1654.9529748999994,None,"[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]","[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]",,3.632387680001557,11.213483780002207,8.01387368000178,"[-0.12222222222222222, 0.2759259259259259, -0.3175925925925926]","[0.3333333333333333, -0.24444444444444444, 0.08333333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[3.624424399999043, 8.006098300000303, 11.206019299999753]",0.006650780002019019,11.212638880002487,['A2'],['B2'],['C3'],['yellow'],['blue'],['salmon'],1667.7855373999992,None,8.0,2.6636030999998184,1667.7855373999992,None,1670.5022538999983,None,7.0,3.347921500000666,1676.1519673999992,None,5.0,3.9984196000004886,1673.8688507999996,None,10.0,2.2487013999998453,<function functionImportanceB at 0x0000029881C85048>,<function functionImportanceA at 0x0000029881C85C80>,<function functionImportanceC at 0x0000029881C85B70>,,,7.0,3.514248999999836,-0.0,2.2813074000005145,5.0,2.2487013999998453,<function functiondiffC at 0x0000029881C85620>,<function functiondiffB at 0x0000029880F7C7B8>,<function functiondiffA at 0x0000029880F7C158>,,,,,1656.0944849999996,1689.0183982999988,None,1685.4851070999994,None,1680.135311599999,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,14,Plan your own Pizza for dinner,Stimuli/14A1.jpg,Stimuli/14A2.jpg,Stimuli/14A3.jpg,Stimuli/14B1.jpg,Stimuli/14B2.jpg,Stimuli/14B3.jpg,Stimuli/14C1.jpg,Stimuli/14C2.jpg,Stimuli/14C3.jpg,,,,,0,25,25,14,,,,,,,,1690.818174,None,1691.8182142999995,None,1697.8182497999987,None,"[0.07, 0.393]","[-0.378, -0.136]","[0.304, -0.26]","[0.399, -0.003]","[-0.2, 0.346]","[-0.203, -0.347]","[0.306, 0.255]","[-0.377, 0.138]","[0.066, -0.395]",,12.173996620002072,10.757724620001682,6.741295320001882,"[-0.34814814814814815, 0.4101851851851852, -0.3435185185185185]","[0.10648148148148148, 0.03888888888888889, -0.09537037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.736626800000522, 10.753404799999771, 12.16984020000018]",0.0036439200030145003,12.173255520003295,['A2'],['B1'],['C2'],['salmon'],['blue'],['yellow'],1711.6509655999998,None,9.0,1.8971065999994607,1711.6509655999998,None,1716.3844683999996,None,8.0,2.848733299999367,1713.6009742999995,None,10.0,2.7145896999991237,1719.2177594999994,None,6.0,4.1811173999994935,<function functionImportanceC at 0x0000029881C85268>,<function functionImportanceB at 0x0000029881C85950>,<function functionImportanceA at 0x0000029881C857B8>,,,1.0,3.030692899999849,3.0,2.464618199999677,7.0,4.1811173999994935,<function functiondiffB at 0x0000029880F7C620>,<function functiondiffA at 0x0000029880F7CA60>,<function functiondiffC at 0x0000029881C85840>,,,,,1698.9957572999992,1726.4339234999989,None,1723.4008762999983,None,1728.917141,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,24,Plan your Monday morning on a workday ,Stimuli/24A1.jpg,Stimuli/24A2.jpg,Stimuli/24A3.jpg,Stimuli/24B1.jpg,Stimuli/24B2.jpg,Stimuli/24B3.jpg,Stimuli/24C1.jpg,Stimuli/24C2.jpg,Stimuli/24C3.jpg,,,,,0,26,26,24,,,,,,,,1732.850383699999,None,1733.8503926999983,None,1739.8504968999987,None,"[0.399, -0.003]","[-0.203, -0.347]","[-0.2, 0.346]","[0.07, 0.393]","[0.304, -0.26]","[-0.378, -0.136]","[0.306, 0.255]","[0.066, -0.395]","[-0.377, 0.138]",,7.6575749800013,14.039868280002338,16.83941958000105,"[-0.13796296296296295, -0.35, 0.2916666666666667]","[0.337037037037037, -0.12037037037037036, 0.2814814814814815]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[7.645577199999025, 14.027520399999048, 16.8269350999999]",0.011408180002035806,16.83832848000202,['A3'],['B3'],['C1'],['yellow'],['blue'],['salmon'],1758.2997534999995,None,8.0,2.363913400000456,1758.2997534999995,None,1769.766302599999,None,9.0,4.848581000000195,1760.7331728999998,None,9.0,4.297878299999866,1765.033220899999,None,9.0,4.698296600001413,<function functionImportanceC at 0x0000029881C851E0>,<function functionImportanceA at 0x0000029881C85E18>,<function functionImportanceB at 0x0000029881C85598>,,,5.0,2.8981629999998404,5.0,3.6812917000006564,0.0,4.698296600001413,<function functiondiffA at 0x0000029881C856A8>,<function functiondiffC at 0x0000029880F7C730>,<function functiondiffB at 0x0000029880F7CBF8>,,,,,1740.986594099999,1774.5994586999986,None,1780.6991492999987,None,1778.2994131999985,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
3,19,Plan how you want your garden to look like,Stimuli/19A1.jpg,Stimuli/19A2.jpg,Stimuli/19A3.jpg,Stimuli/19B1.jpg,Stimuli/19B2.jpg,Stimuli/19B3.jpg,Stimuli/19C1.jpg,Stimuli/19C2.jpg,Stimuli/19C3.jpg,,,,,0,27,27,19,,,,,,,,1783.1154179999994,None,1784.115767899999,None,1790.1158029999988,None,"[-0.203, -0.347]","[-0.2, 0.346]","[0.399, -0.003]","[0.304, -0.26]","[-0.378, -0.136]","[0.07, 0.393]","[0.066, -0.395]","[-0.377, 0.138]","[0.306, 0.255]",,10.705932560018482,24.188911060016835,5.723302760017759,"[0.2657407407407407, -0.19537037037037036, 0.262037037037037]","[0.2518518518518518, 0.2824074074074074, -0.2037037037037037]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[5.71947370000089, 10.702683800000159, 24.18549069999972]",0.0027437600183475297,24.188038860018423,['A2'],['B1'],['C3'],['salmon'],['yellow'],['blue'],1818.4148116999986,None,5.0,2.2301755999997113,1818.4148116999986,None,1825.9980876999998,None,8.0,3.7819426999994903,1830.0643015999995,None,8.0,3.5151401000002807,1820.7315378999992,None,7.0,4.16412290000153,<function functionImportanceA at 0x0000029881C852F0>,<function functionImportanceB at 0x0000029881C85A60>,<function functionImportanceC at 0x0000029881C85158>,,,10.0,7.1808578000000125,5.0,6.014422700000068,3.0,4.16412290000153,<function functiondiffA at 0x0000029881C85EA0>,<function functiondiffC at 0x00000298820B0400>,<function functiondiffB at 0x0000029881C85488>,,,,,1793.763461999999,1832.197960399999,None,1841.7977142,None,1838.599322,None,011,001,2022_Jun_15_1246,2leo,2021.2.3,59.968576465983894,
